InvoiceNo,StockCode,Description,Quantity,InvoiceDate,UnitPrice,CustomerID,LineTotal,Date,Period,Day,Hour
C561725,21672,WHITE SPOT RED CERAMIC DRAWER KNOB,-1,2019-07-27 12:10:00,1.25,17841,-1.25,2019-07-27,2019-07,Saturday,12
C561725,82580,BATHROOM METAL SIGN,-2,2019-07-27 12:10:00,0.55,17841,-1.1,2019-07-27,2019-07,Saturday,12
C561725,82581,TOILET METAL SIGN,-1,2019-07-27 12:10:00,0.55,17841,-0.55,2019-07-27,2019-07,Saturday,12
C561793,22461,SAVOY ART DECO CLOCK,-3,2019-07-27 13:08:00,3.95,14414,-11.850000000000001,2019-07-27,2019-07,Saturday,13
C561810,15056BL,EDWARDIAN PARASOL BLACK,-120,2019-07-27 15:12:00,4.95,14145,-594.0,2019-07-27,2019-07,Saturday,15
C561886,85061W,WHITE JEWELLED HEART DECORATION,-5,2019-07-29 13:20:00,0.85,15532,-4.25,2019-07-29,2019-07,Monday,13
C561966,22371,AIRLINE BAG VINTAGE TOKYO 78,-1,2019-07-30 13:11:00,4.13,,-4.13,2019-07-30,2019-07,Tuesday,13
C562016,21650,ASSORTED TUTTI FRUTTI BRACELET,-24,2019-07-30 14:12:00,0.19,14738,-4.5600000000000005,2019-07-30,2019-07,Tuesday,14
C562020,23029,DRAWER KNOB CRACKLE GLAZE GREEN,-4,2019-07-30 15:13:00,1.65,16774,-6.6,2019-07-30,2019-07,Tuesday,15
C562022,22960,JAM MAKING SET WITH JARS,-2,2019-07-30 15:39:00,3.75,17389,-7.5,2019-07-30,2019-07,Tuesday,15
C562030,84595E,LARGE TORTILLA DESIGN RED BOWL,-1,2019-07-30 17:03:00,3.29,,-3.29,2019-07-30,2019-07,Tuesday,17
C562041,37495,FAIRY CAKE BIRTHDAY CANDLE SET,-4,2019-07-31 10:05:00,3.75,15120,-15.0,2019-07-31,2019-07,Wednesday,10
C562048,22384,LUNCH BAG PINK POLKADOT,-1,2019-07-31 11:19:00,1.65,13534,-1.65,2019-07-31,2019-07,Wednesday,11
C562048,23209,LUNCH BAG DOILEY PATTERN ,-1,2019-07-31 11:19:00,1.65,13534,-1.65,2019-07-31,2019-07,Wednesday,11
C562051,22423,REGENCY CAKESTAND 3 TIER,-1,2019-07-31 11:58:00,12.75,15602,-12.75,2019-07-31,2019-07,Wednesday,11
C562097,82483,WOOD 2 DRAWER CABINET WHITE FINISH,-1,2019-07-31 13:19:00,5.95,15311,-5.95,2019-07-31,2019-07,Wednesday,13
C562097,20724,RED RETROSPOT CHARLOTTE BAG,-1,2019-07-31 13:19:00,0.72,15311,-0.72,2019-07-31,2019-07,Wednesday,13
C562097,23199,JUMBO BAG APPLES,-1,2019-07-31 13:19:00,1.79,15311,-1.79,2019-07-31,2019-07,Wednesday,13
C562097,20712,JUMBO BAG WOODLAND ANIMALS,-1,2019-07-31 13:19:00,1.79,15311,-1.79,2019-07-31,2019-07,Wednesday,13
C562097,22384,LUNCH BAG PINK POLKADOT,-1,2019-07-31 13:19:00,1.45,15311,-1.45,2019-07-31,2019-07,Wednesday,13
C562097,75049L,LARGE CIRCULAR MIRROR MOBILE,-3,2019-07-31 13:19:00,0.85,15311,-2.55,2019-07-31,2019-07,Wednesday,13
C562097,22197,POPCORN HOLDER,-1,2019-07-31 13:19:00,0.72,15311,-0.72,2019-07-31,2019-07,Wednesday,13
C562097,85099B,JUMBO BAG RED RETROSPOT,-1,2019-07-31 13:19:00,1.79,15311,-1.79,2019-07-31,2019-07,Wednesday,13
C562097,37449,CERAMIC CAKE STAND + HANGING CAKES,-2,2019-07-31 13:19:00,8.5,15311,-17.0,2019-07-31,2019-07,Wednesday,13
C562110,22655,VINTAGE RED KITCHEN CABINET,-1,2019-07-31 15:46:00,125.0,16316,-125.0,2019-07-31,2019-07,Wednesday,15
C562111,23240,SET OF 4 KNICK KNACK TINS DOILEY ,-1,2019-07-31 15:48:00,3.75,15125,-3.75,2019-07-31,2019-07,Wednesday,15
C562115,21429,RED GINGHAM ROSE JEWELLERY BOX,-5,2019-07-31 16:17:00,1.95,17696,-9.75,2019-07-31,2019-07,Wednesday,16
C562116,21931,JUMBO STORAGE BAG SUKI,-1,2019-07-31 16:19:00,2.08,15810,-2.08,2019-07-31,2019-07,Wednesday,16
C562117,20712,JUMBO BAG WOODLAND ANIMALS,-2,2019-07-31 16:20:00,2.08,16628,-4.16,2019-07-31,2019-07,Wednesday,16
C562117,22356,CHARLOTTE BAG PINK POLKADOT,-1,2019-07-31 16:20:00,0.85,16628,-0.85,2019-07-31,2019-07,Wednesday,16
C562118,47594A,CAROUSEL DESIGN WASHBAG,-5,2019-07-31 16:23:00,1.95,12457,-9.75,2019-07-31,2019-07,Wednesday,16
C562119,23029,DRAWER KNOB CRACKLE GLAZE GREEN,-4,2019-07-31 16:26:00,1.65,13505,-6.6,2019-07-31,2019-07,Wednesday,16
C562119,23245,SET OF 3 REGENCY CAKE TINS,-1,2019-07-31 16:26:00,4.95,13505,-4.95,2019-07-31,2019-07,Wednesday,16
C562119,22699,ROSES REGENCY TEACUP AND SAUCER ,-6,2019-07-31 16:26:00,2.95,13505,-17.700000000000003,2019-07-31,2019-07,Wednesday,16
C562121,22847,BREAD BIN DINER STYLE IVORY,-1,2019-07-31 17:15:00,14.95,16523,-14.95,2019-07-31,2019-07,Wednesday,17
C562121,22061,LARGE CAKE STAND  HANGING STRAWBERY,-1,2019-07-31 17:15:00,9.95,16523,-9.95,2019-07-31,2019-07,Wednesday,17
C562122,23182,TOILET SIGN OCCUPIED OR VACANT,-9,2019-07-31 17:18:00,0.83,14857,-7.47,2019-07-31,2019-07,Wednesday,17
C562124,23168,CLASSIC CAFE SUGAR DISPENSER,-1,2019-07-31 17:23:00,1.04,13081,-1.04,2019-07-31,2019-07,Wednesday,17
C562124,85123A,WHITE HANGING HEART T-LIGHT HOLDER,-3,2019-07-31 17:23:00,2.55,13081,-7.6499999999999995,2019-07-31,2019-07,Wednesday,17
C562124,22698,PINK REGENCY TEACUP AND SAUCER,-1,2019-07-31 17:23:00,2.55,13081,-2.55,2019-07-31,2019-07,Wednesday,17
C562124,15034,PAPER POCKET TRAVELING FAN ,-23,2019-07-31 17:23:00,0.07,13081,-1.61,2019-07-31,2019-07,Wednesday,17
C562124,15044C,PURPLE PAPER PARASOL,-2,2019-07-31 17:23:00,2.55,13081,-5.1,2019-07-31,2019-07,Wednesday,17
C562124,15058A,BLUE POLKADOT GARDEN PARASOL,-1,2019-07-31 17:23:00,6.75,13081,-6.75,2019-07-31,2019-07,Wednesday,17
C562124,22200,FRYING PAN PINK POLKADOT,-4,2019-07-31 17:23:00,3.75,13081,-15.0,2019-07-31,2019-07,Wednesday,17
C562126,23243,SET OF TEA COFFEE SUGAR TINS PANTRY,-1,2019-07-31 17:31:00,4.95,15764,-4.95,2019-07-31,2019-07,Wednesday,17
C562126,21533,RETROSPOT LARGE MILK JUG,-2,2019-07-31 17:31:00,4.95,15764,-9.9,2019-07-31,2019-07,Wednesday,17
C562139,84978,HANGING HEART JAR T-LIGHT HOLDER,-1,2019-08-01 10:10:00,1.25,12921,-1.25,2019-08-01,2019-08,Thursday,10
C562139,22456,NATURAL SLATE CHALKBOARD LARGE ,-2,2019-08-01 10:10:00,4.95,12921,-9.9,2019-08-01,2019-08,Thursday,10
C562139,21313,GLASS HEART T-LIGHT HOLDER ,-4,2019-08-01 10:10:00,0.85,12921,-3.4,2019-08-01,2019-08,Thursday,10
C562142,23163,REGENCY SUGAR TONGS,-7,2019-08-01 10:37:00,2.08,15189,-14.56,2019-08-01,2019-08,Thursday,10
C562144,21643,ASSORTED TUTTI FRUTTI MIRROR,-12,2019-08-01 10:43:00,1.25,12757,-15.0,2019-08-01,2019-08,Thursday,10
C562147,22649,STRAWBERRY FAIRY CAKE TEAPOT,-1,2019-08-01 10:47:00,4.95,16180,-4.95,2019-08-01,2019-08,Thursday,10
C562147,22699,ROSES REGENCY TEACUP AND SAUCER ,-1,2019-08-01 10:47:00,2.95,16180,-2.95,2019-08-01,2019-08,Thursday,10
C562147,22064,PINK DOUGHNUT TRINKET POT ,-1,2019-08-01 10:47:00,1.65,16180,-1.65,2019-08-01,2019-08,Thursday,10
C562147,23206,LUNCH BAG APPLE DESIGN,-1,2019-08-01 10:47:00,1.65,16180,-1.65,2019-08-01,2019-08,Thursday,10
C562147,21232,STRAWBERRY CERAMIC TRINKET BOX,-1,2019-08-01 10:47:00,1.25,16180,-1.25,2019-08-01,2019-08,Thursday,10
C562147,22328,ROUND SNACK BOXES SET OF 4 FRUITS ,-1,2019-08-01 10:47:00,2.95,16180,-2.95,2019-08-01,2019-08,Thursday,10
C562147,22697,GREEN REGENCY TEACUP AND SAUCER,-1,2019-08-01 10:47:00,2.95,16180,-2.95,2019-08-01,2019-08,Thursday,10
C562149,23205,CHARLOTTE BAG VINTAGE ALPHABET ,-1,2019-08-01 10:49:00,0.85,13534,-0.85,2019-08-01,2019-08,Thursday,10
C562149,23204,CHARLOTTE BAG APPLES DESIGN,-1,2019-08-01 10:49:00,0.85,13534,-0.85,2019-08-01,2019-08,Thursday,10
C562149,23203,JUMBO BAG DOILEY PATTERNS,-1,2019-08-01 10:49:00,2.08,13534,-2.08,2019-08-01,2019-08,Thursday,10
C562149,21930,JUMBO STORAGE BAG SKULLS,-1,2019-08-01 10:49:00,2.08,13534,-2.08,2019-08-01,2019-08,Thursday,10
C562149,20711,JUMBO BAG TOYS ,-1,2019-08-01 10:49:00,2.08,13534,-2.08,2019-08-01,2019-08,Thursday,10
C562151,22637,PIGGY BANK RETROSPOT ,-1,2019-08-01 10:55:00,2.1,17053,-2.1,2019-08-01,2019-08,Thursday,10
C562154,23256,CHILDRENS CUTLERY SPACEBOY ,-4,2019-08-01 11:23:00,4.15,13520,-16.6,2019-08-01,2019-08,Thursday,11
C562160,22456,NATURAL SLATE CHALKBOARD LARGE ,-4,2019-08-01 11:50:00,4.25,13106,-17.0,2019-08-01,2019-08,Thursday,11
C562185,22381,TOY TIDY PINK POLKADOT,-3,2019-08-01 12:15:00,2.1,12748,-6.300000000000001,2019-08-01,2019-08,Thursday,12
C562188,85099B,JUMBO BAG RED RETROSPOT,-100,2019-08-01 12:16:00,1.79,12748,-179.0,2019-08-01,2019-08,Thursday,12
C562206,20725,LUNCH BAG RED RETROSPOT,-2,2019-08-01 12:55:00,1.65,15625,-3.3,2019-08-01,2019-08,Thursday,12
C562221,82482,WOODEN PICTURE FRAME WHITE FINISH,-36,2019-08-01 14:22:00,2.1,16525,-75.60000000000001,2019-08-01,2019-08,Thursday,14
C562221,47566,PARTY BUNTING,-8,2019-08-01 14:22:00,4.95,16525,-39.6,2019-08-01,2019-08,Thursday,14
C562221,22791,T-LIGHT GLASS FLUTED ANTIQUE,-72,2019-08-01 14:22:00,1.06,16525,-76.32000000000001,2019-08-01,2019-08,Thursday,14
C562221,22151,PLACE SETTING WHITE HEART,-432,2019-08-01 14:22:00,0.36,16525,-155.51999999999998,2019-08-01,2019-08,Thursday,14
C562221,21916,SET 12 RETRO WHITE CHALK STICKS,-24,2019-08-01 14:22:00,0.42,16525,-10.08,2019-08-01,2019-08,Thursday,14
C562221,21155,RED RETROSPOT PEG BAG,-6,2019-08-01 14:22:00,2.55,16525,-15.299999999999999,2019-08-01,2019-08,Thursday,14
C562221,21154,RED RETROSPOT OVEN GLOVE ,-10,2019-08-01 14:22:00,1.25,16525,-12.5,2019-08-01,2019-08,Thursday,14
C562221,20685,DOORMAT RED RETROSPOT,-10,2019-08-01 14:22:00,6.75,16525,-67.5,2019-08-01,2019-08,Thursday,14
C562223,22655,VINTAGE RED KITCHEN CABINET,-2,2019-08-01 14:34:00,125.0,15804,-250.0,2019-08-01,2019-08,Thursday,14
C562267,21888,BINGO SET,-1,2019-08-01 16:33:00,3.75,14056,-3.75,2019-08-01,2019-08,Thursday,16
C562267,23193,BUFFALO BILL TREASURE BOOK BOX,-3,2019-08-01 16:33:00,2.25,14056,-6.75,2019-08-01,2019-08,Thursday,16
C562267,84755,COLOUR GLASS T-LIGHT HOLDER HANGING,-1,2019-08-01 16:33:00,0.65,14056,-0.65,2019-08-01,2019-08,Thursday,16
C562267,23237,SET OF 4 KNICK KNACK TINS LEAF,-3,2019-08-01 16:33:00,4.15,14056,-12.450000000000001,2019-08-01,2019-08,Thursday,16
C562280,84926F,PSYCHEDELIC TILE COASTER,-24,2019-08-02 10:31:00,0.29,16133,-6.959999999999999,2019-08-02,2019-08,Friday,10
C562280,23020,GLASS  SONGBIRD STORAGE JAR,-1,2019-08-02 10:31:00,12.5,16133,-12.5,2019-08-02,2019-08,Friday,10
C562281,84663A,GRASS HOPPER WOODEN WALL CLOCK ,-3,2019-08-02 10:36:00,0.79,12476,-2.37,2019-08-02,2019-08,Friday,10
C562281,22423,REGENCY CAKESTAND 3 TIER,-1,2019-08-02 10:36:00,12.75,12476,-12.75,2019-08-02,2019-08,Friday,10
C562281,22798,ANTIQUE GLASS DRESSING TABLE POT,-3,2019-08-02 10:36:00,2.95,12476,-8.850000000000001,2019-08-02,2019-08,Friday,10
C562281,84976,RECTANGULAR SHAPED MIRROR,-2,2019-08-02 10:36:00,0.79,12476,-1.58,2019-08-02,2019-08,Friday,10
C562281,23020,GLASS  SONGBIRD STORAGE JAR,-1,2019-08-02 10:36:00,12.5,12476,-12.5,2019-08-02,2019-08,Friday,10
C562367,22203,MILK PAN RED RETROSPOT,-1,2019-08-02 14:03:00,3.75,17811,-3.75,2019-08-02,2019-08,Friday,14
C562375,23318,BOX OF 6 MINI VINTAGE CRACKERS,-96,2019-08-02 14:46:00,2.08,14911,-199.68,2019-08-02,2019-08,Friday,14
C562375,23315,IVORY REFECTORY CLOCK,-12,2019-08-02 14:46:00,8.15,14911,-97.80000000000001,2019-08-02,2019-08,Friday,14
C562375,23314,VINTAGE CHRISTMAS TABLECLOTH,-4,2019-08-02 14:46:00,12.5,14911,-50.0,2019-08-02,2019-08,Friday,14
C562375,23307,SET OF 60 PANTRY DESIGN CAKE CASES ,-24,2019-08-02 14:46:00,0.55,14911,-13.200000000000001,2019-08-02,2019-08,Friday,14
C562375,23175,REGENCY MILK JUG PINK ,-48,2019-08-02 14:46:00,2.75,14911,-132.0,2019-08-02,2019-08,Friday,14
C562375,23174,REGENCY SUGAR BOWL GREEN,-48,2019-08-02 14:46:00,3.75,14911,-180.0,2019-08-02,2019-08,Friday,14
C562375,23173,REGENCY TEAPOT ROSES ,-24,2019-08-02 14:46:00,8.15,14911,-195.60000000000002,2019-08-02,2019-08,Friday,14
C562375,23172,REGENCY TEA PLATE PINK,-48,2019-08-02 14:46:00,1.45,14911,-69.6,2019-08-02,2019-08,Friday,14
C562375,23171,REGENCY TEA PLATE GREEN ,-48,2019-08-02 14:46:00,1.45,14911,-69.6,2019-08-02,2019-08,Friday,14
C562375,23170,REGENCY TEA PLATE ROSES ,-48,2019-08-02 14:46:00,1.45,14911,-69.6,2019-08-02,2019-08,Friday,14
C562375,23169,CLASSIC GLASS COOKIE JAR,-6,2019-08-02 14:46:00,4.15,14911,-24.900000000000002,2019-08-02,2019-08,Friday,14
C562375,23166,MEDIUM CERAMIC TOP STORAGE JAR,-12,2019-08-02 14:46:00,1.25,14911,-15.0,2019-08-02,2019-08,Friday,14
C562375,23163,REGENCY SUGAR TONGS,-48,2019-08-02 14:46:00,2.08,14911,-99.84,2019-08-02,2019-08,Friday,14
C562375,23157,SET OF 6 NATIVITY MAGNETS ,-240,2019-08-02 14:46:00,1.85,14911,-444.0,2019-08-02,2019-08,Friday,14
C562375,22980,PANTRY SCRUBBING BRUSH,-48,2019-08-02 14:46:00,1.45,14911,-69.6,2019-08-02,2019-08,Friday,14
C562375,22979,PANTRY WASHING UP BRUSH,-72,2019-08-02 14:46:00,1.25,14911,-90.0,2019-08-02,2019-08,Friday,14
C562375,22978,PANTRY ROLLING PIN,-24,2019-08-02 14:46:00,3.39,14911,-81.36,2019-08-02,2019-08,Friday,14
C562375,22952,60 CAKE CASES VINTAGE CHRISTMAS,-240,2019-08-02 14:46:00,0.42,14911,-100.8,2019-08-02,2019-08,Friday,14
C562375,22950,36 DOILIES VINTAGE CHRISTMAS,-288,2019-08-02 14:46:00,1.25,14911,-360.0,2019-08-02,2019-08,Friday,14
C562375,22945,CHRISTMAS METAL TAGS ASSORTED ,-144,2019-08-02 14:46:00,0.72,14911,-103.67999999999999,2019-08-02,2019-08,Friday,14
C562375,22910,PAPER CHAIN KIT VINTAGE CHRISTMAS,-200,2019-08-02 14:46:00,2.55,14911,-509.99999999999994,2019-08-02,2019-08,Friday,14
C562375,22909,SET OF 20 VINTAGE CHRISTMAS NAPKINS,-192,2019-08-02 14:46:00,0.72,14911,-138.24,2019-08-02,2019-08,Friday,14
C562375,22907,PACK OF 20 NAPKINS PANTRY DESIGN,-12,2019-08-02 14:46:00,0.85,14911,-10.2,2019-08-02,2019-08,Friday,14
C562375,22699,ROSES REGENCY TEACUP AND SAUCER ,-48,2019-08-02 14:46:00,2.55,14911,-122.39999999999999,2019-08-02,2019-08,Friday,14
C562375,22698,PINK REGENCY TEACUP AND SAUCER,-48,2019-08-02 14:46:00,2.55,14911,-122.39999999999999,2019-08-02,2019-08,Friday,14
C562375,22697,GREEN REGENCY TEACUP AND SAUCER,-48,2019-08-02 14:46:00,2.55,14911,-122.39999999999999,2019-08-02,2019-08,Friday,14
C562375,22423,REGENCY CAKESTAND 3 TIER,-32,2019-08-02 14:46:00,10.95,14911,-350.4,2019-08-02,2019-08,Friday,14
C562375,22193,RED DINER WALL CLOCK,-12,2019-08-02 14:46:00,7.65,14911,-91.80000000000001,2019-08-02,2019-08,Friday,14
C562375,22192,BLUE DINER WALL CLOCK,-12,2019-08-02 14:46:00,7.65,14911,-91.80000000000001,2019-08-02,2019-08,Friday,14
C562375,22086,PAPER CHAIN KIT 50'S CHRISTMAS ,-120,2019-08-02 14:46:00,2.55,14911,-306.0,2019-08-02,2019-08,Friday,14
C562375,21977,PACK OF 60 PINK PAISLEY CAKE CASES,-24,2019-08-02 14:46:00,0.55,14911,-13.200000000000001,2019-08-02,2019-08,Friday,14
C562423,22720,SET OF 3 CAKE TINS PANTRY DESIGN ,-2,2019-08-02 17:06:00,4.95,12584,-9.9,2019-08-02,2019-08,Friday,17
C562423,22627,MINT KITCHEN SCALES,-2,2019-08-02 17:06:00,8.5,12584,-17.0,2019-08-02,2019-08,Friday,17
C562423,22423,REGENCY CAKESTAND 3 TIER,-1,2019-08-02 17:06:00,12.75,12584,-12.75,2019-08-02,2019-08,Friday,17
C562425,23243,SET OF TEA COFFEE SUGAR TINS PANTRY,-1,2019-08-02 17:08:00,4.95,12584,-4.95,2019-08-02,2019-08,Friday,17
C562438,84755,COLOUR GLASS T-LIGHT HOLDER HANGING,-1,2019-08-02 17:58:00,0.65,14621,-0.65,2019-08-02,2019-08,Friday,17
C562438,23023,RIDGED BONNE JAM JAR T-LIGHT HOLDER,-2,2019-08-02 17:58:00,1.65,14621,-3.3,2019-08-02,2019-08,Friday,17
C562438,22698,PINK REGENCY TEACUP AND SAUCER,-2,2019-08-02 17:58:00,2.95,14621,-5.9,2019-08-02,2019-08,Friday,17
C562438,22423,REGENCY CAKESTAND 3 TIER,-1,2019-08-02 17:58:00,12.75,14621,-12.75,2019-08-02,2019-08,Friday,17
C562522,22169,FAMILY ALBUM WHITE PICTURE FRAME,-1,2019-08-03 12:49:00,8.5,13813,-8.5,2019-08-03,2019-08,Saturday,12
C562522,22139,RETROSPOT TEA SET CERAMIC 11 PC ,-1,2019-08-03 12:49:00,4.95,13813,-4.95,2019-08-03,2019-08,Saturday,12
C562559,21231,SWEETHEART CERAMIC TRINKET BOX,-13,2019-08-03 17:08:00,1.25,16743,-16.25,2019-08-03,2019-08,Saturday,17
C562559,21232,STRAWBERRY CERAMIC TRINKET BOX,-24,2019-08-03 17:08:00,1.25,16743,-30.0,2019-08-03,2019-08,Saturday,17
C562561,22656,VINTAGE BLUE KITCHEN CABINET,-1,2019-08-03 17:13:00,125.0,16729,-125.0,2019-08-03,2019-08,Saturday,17
C562577,23207,LUNCH BAG ALPHABET DESIGN,-1,2019-08-05 13:09:00,1.65,15518,-1.65,2019-08-05,2019-08,Monday,13
C562582,20751,FUNKY WASHING UP GLOVES ASSORTED,-1,2019-08-05 13:53:00,2.1,15640,-2.1,2019-08-05,2019-08,Monday,13
C562582,21843,RED RETROSPOT CAKE STAND,-1,2019-08-05 13:53:00,10.95,15640,-10.95,2019-08-05,2019-08,Monday,13
C562582,21452,TOADSTOOL MONEY BOX,-1,2019-08-05 13:53:00,2.95,15640,-2.95,2019-08-05,2019-08,Monday,13
C562582,21671,RED SPOT CERAMIC DRAWER KNOB,-8,2019-08-05 13:53:00,1.25,15640,-10.0,2019-08-05,2019-08,Monday,13
C562582,23008,DOLLY GIRL BABY GIFT SET,-1,2019-08-05 13:53:00,16.95,15640,-16.95,2019-08-05,2019-08,Monday,13
C562582,22634,CHILDS BREAKFAST SET SPACEBOY ,-1,2019-08-05 13:53:00,9.95,15640,-9.95,2019-08-05,2019-08,Monday,13
C562582,15034,PAPER POCKET TRAVELING FAN ,-18,2019-08-05 13:53:00,0.14,15640,-2.5200000000000005,2019-08-05,2019-08,Monday,13
C562582,22241,GARLAND WOODEN HAPPY EASTER,-1,2019-08-05 13:53:00,1.25,15640,-1.25,2019-08-05,2019-08,Monday,13
C562594,85230G,ORANGE VOTIVE CANDLE,-48,2019-08-05 15:44:00,0.29,12748,-13.919999999999998,2019-08-05,2019-08,Monday,15
C562594,22464,HANGING METAL HEART LANTERN,-24,2019-08-05 15:44:00,1.65,12748,-39.599999999999994,2019-08-05,2019-08,Monday,15
C562613,23175,REGENCY MILK JUG PINK ,-3,2019-08-06 12:11:00,3.25,15228,-9.75,2019-08-06,2019-08,Tuesday,12
C562617,23243,SET OF TEA COFFEE SUGAR TINS PANTRY,-2,2019-08-06 12:31:00,4.95,,-9.9,2019-08-06,2019-08,Tuesday,12
C562618,20914,SET/5 RED RETROSPOT LID GLASS BOWLS,-2,2019-08-06 12:32:00,2.95,13186,-5.9,2019-08-06,2019-08,Tuesday,12
C562618,82600,NO SINGING METAL SIGN,-6,2019-08-06 12:32:00,2.1,13186,-12.600000000000001,2019-08-06,2019-08,Tuesday,12
C562618,22637,PIGGY BANK RETROSPOT ,-1,2019-08-06 12:32:00,2.55,13186,-2.55,2019-08-06,2019-08,Tuesday,12
C562620,22798,ANTIQUE GLASS DRESSING TABLE POT,-1,2019-08-06 12:34:00,2.95,13089,-2.95,2019-08-06,2019-08,Tuesday,12
C562620,22801,ANTIQUE GLASS PEDESTAL BOWL,-1,2019-08-06 12:34:00,3.75,13089,-3.75,2019-08-06,2019-08,Tuesday,12
C562623,22772,PINK DRAWER KNOB ACRYLIC EDWARDIAN,-1,2019-08-06 12:38:00,1.25,16255,-1.25,2019-08-06,2019-08,Tuesday,12
C562623,22771,CLEAR DRAWER KNOB ACRYLIC EDWARDIAN,-3,2019-08-06 12:38:00,1.25,16255,-3.75,2019-08-06,2019-08,Tuesday,12
C562648,21539,RED RETROSPOT BUTTER DISH,-1,2019-08-06 12:56:00,4.95,14606,-4.95,2019-08-06,2019-08,Tuesday,12
C562648,22998,TRAVEL CARD WALLET KEEP CALM,-1,2019-08-06 12:56:00,0.42,14606,-0.42,2019-08-06,2019-08,Tuesday,12
C562651,21991,BOHEMIAN COLLAGE STATIONERY SET,-12,2019-08-06 13:25:00,1.25,16951,-15.0,2019-08-06,2019-08,Tuesday,13
C562661,22744,MAKE YOUR OWN MONSOON CARD KIT,-6,2019-08-06 13:40:00,2.95,13588,-17.700000000000003,2019-08-06,2019-08,Tuesday,13
C562687,22233,JIGSAW RABBIT AND BIRDHOUSE,-1,2019-08-06 13:53:00,0.59,15157,-0.59,2019-08-06,2019-08,Tuesday,13
C562687,21359,RELAX LARGE WOOD LETTERS,-1,2019-08-06 13:53:00,3.95,15157,-3.95,2019-08-06,2019-08,Tuesday,13
C562687,21158,MOODY GIRL DOOR HANGER ,-24,2019-08-06 13:53:00,0.39,15157,-9.36,2019-08-06,2019-08,Tuesday,13
C562687,22287,DECORATION WOBBLY CHICKEN,-12,2019-08-06 13:53:00,0.39,15157,-4.68,2019-08-06,2019-08,Tuesday,13
C562687,22268,DECORATION SITTING BUNNY,-39,2019-08-06 13:53:00,0.19,15157,-7.41,2019-08-06,2019-08,Tuesday,13
C562709,22384,LUNCH BAG PINK POLKADOT,-1,2019-08-06 14:32:00,1.45,17511,-1.45,2019-08-06,2019-08,Tuesday,14
C562709,22659,LUNCH BOX I LOVE LONDON,-1,2019-08-06 14:32:00,1.65,17511,-1.65,2019-08-06,2019-08,Tuesday,14
C562709,21238,RED RETROSPOT CUP,-1,2019-08-06 14:32:00,0.72,17511,-0.72,2019-08-06,2019-08,Tuesday,14
C562709,22061,LARGE CAKE STAND  HANGING STRAWBERY,-1,2019-08-06 14:32:00,8.5,17511,-8.5,2019-08-06,2019-08,Tuesday,14
C562709,21232,STRAWBERRY CERAMIC TRINKET BOX,-1,2019-08-06 14:32:00,1.06,17511,-1.06,2019-08-06,2019-08,Tuesday,14
C562709,82484,WOOD BLACK BOARD ANT WHITE FINISH,-1,2019-08-06 14:32:00,6.75,17511,-6.75,2019-08-06,2019-08,Tuesday,14
C562709,85123A,WHITE HANGING HEART T-LIGHT HOLDER,-1,2019-08-06 14:32:00,2.55,17511,-2.55,2019-08-06,2019-08,Tuesday,14
C562709,22197,POPCORN HOLDER,-3,2019-08-06 14:32:00,0.72,17511,-2.16,2019-08-06,2019-08,Tuesday,14
C562709,21042,RED RETROSPOT APRON ,-1,2019-08-06 14:32:00,4.65,17511,-4.65,2019-08-06,2019-08,Tuesday,14
C562726,22326,ROUND SNACK BOXES SET OF4 WOODLAND ,-1,2019-08-07 09:05:00,2.95,16401,-2.95,2019-08-07,2019-08,Wednesday,9
C562726,21559,STRAWBERRY LUNCH BOX WITH CUTLERY,-2,2019-08-07 09:05:00,2.55,16401,-5.1,2019-08-07,2019-08,Wednesday,9
C562728,22849,BREAD BIN DINER STYLE MINT,-1,2019-08-07 09:41:00,14.95,12406,-14.95,2019-08-07,2019-08,Wednesday,9
C562728,22848,BREAD BIN DINER STYLE PINK,-4,2019-08-07 09:41:00,14.95,12406,-59.8,2019-08-07,2019-08,Wednesday,9
C562728,22846,BREAD BIN DINER STYLE RED ,-4,2019-08-07 09:41:00,14.95,12406,-59.8,2019-08-07,2019-08,Wednesday,9
C562773,22424,ENAMEL BREAD BIN CREAM,-2,2019-08-07 12:18:00,12.75,17841,-25.5,2019-08-07,2019-08,Wednesday,12
C562773,22220,CAKE STAND LOVEBIRD 2 TIER WHITE,-2,2019-08-07 12:18:00,9.95,17841,-19.9,2019-08-07,2019-08,Wednesday,12
C562773,85014B,RED RETROSPOT UMBRELLA,-1,2019-08-07 12:18:00,5.95,17841,-5.95,2019-08-07,2019-08,Wednesday,12
C562773,15056BL,EDWARDIAN PARASOL BLACK,-1,2019-08-07 12:18:00,5.95,17841,-5.95,2019-08-07,2019-08,Wednesday,12
C562773,21935,SUKI  SHOULDER BAG,-1,2019-08-07 12:18:00,1.65,17841,-1.65,2019-08-07,2019-08,Wednesday,12
C562773,22374,AIRLINE BAG VINTAGE JET SET RED,-1,2019-08-07 12:18:00,4.25,17841,-4.25,2019-08-07,2019-08,Wednesday,12
C562794,22456,NATURAL SLATE CHALKBOARD LARGE ,-1,2019-08-07 14:20:00,4.95,14112,-4.95,2019-08-07,2019-08,Wednesday,14
C562795,22192,BLUE DINER WALL CLOCK,-1,2019-08-07 14:23:00,8.5,13709,-8.5,2019-08-07,2019-08,Wednesday,14
