CustomerID,customer_segment,campaign_strategy
14760,Inactive customers,Send personalized emails containing special offers    with discounted or free items to encourage them to order and be active.
14761,Customers at risk,Send personalized emails containing     promotional items or free samples to encourage them to be more active.
14762,Inactive customers,Send personalized emails containing special offers    with discounted or free items to encourage them to order and be active.
14764,Customers at risk,Send personalized emails containing     promotional items or free samples to encourage them to be more active.
14765,Unsteady customers,"Send emails with discounted or     promotional items for every occasion, including birthdays, Mother's Day, Father's Day, and Christmas."
14766,Top-performing customers,Send birthday and anniversary cards    with discount vouchers. Create a referral program where customers can get discounts on the first purchase of their     referrals.
14768,Unsteady customers,"Send emails with discounted or     promotional items for every occasion, including birthdays, Mother's Day, Father's Day, and Christmas."
14769,Top-performing customers,Send birthday and anniversary cards    with discount vouchers. Create a referral program where customers can get discounts on the first purchase of their     referrals.
14770,Customers at risk,Send personalized emails containing     promotional items or free samples to encourage them to be more active.
14772,Inactive customers,Send personalized emails containing special offers    with discounted or free items to encourage them to order and be active.
14775,Unsteady customers,"Send emails with discounted or     promotional items for every occasion, including birthdays, Mother's Day, Father's Day, and Christmas."
14776,Active customers,Create loyalty rewards program where     customers can earn points for every purchase and convert these points into discount or voucher.
14777,Unsteady customers,"Send emails with discounted or     promotional items for every occasion, including birthdays, Mother's Day, Father's Day, and Christmas."
14778,Customers at risk,Send personalized emails containing     promotional items or free samples to encourage them to be more active.
14779,Unsteady customers,"Send emails with discounted or     promotional items for every occasion, including birthdays, Mother's Day, Father's Day, and Christmas."
14780,Unsteady customers,"Send emails with discounted or     promotional items for every occasion, including birthdays, Mother's Day, Father's Day, and Christmas."
14782,Inactive customers,Send personalized emails containing special offers    with discounted or free items to encourage them to order and be active.
14784,Customers at risk,Send personalized emails containing     promotional items or free samples to encourage them to be more active.
14785,Unsteady customers,"Send emails with discounted or     promotional items for every occasion, including birthdays, Mother's Day, Father's Day, and Christmas."
14788,Unsteady customers,"Send emails with discounted or     promotional items for every occasion, including birthdays, Mother's Day, Father's Day, and Christmas."
14789,Customers at risk,Send personalized emails containing     promotional items or free samples to encourage them to be more active.
14790,Active customers,Create loyalty rewards program where     customers can earn points for every purchase and convert these points into discount or voucher.
14792,Customers at risk,Send personalized emails containing     promotional items or free samples to encourage them to be more active.
14793,Unsteady customers,"Send emails with discounted or     promotional items for every occasion, including birthdays, Mother's Day, Father's Day, and Christmas."
14794,Top-performing customers,Send birthday and anniversary cards    with discount vouchers. Create a referral program where customers can get discounts on the first purchase of their     referrals.
14795,Inactive customers,Send personalized emails containing special offers    with discounted or free items to encourage them to order and be active.
14796,Top-performing customers,Send birthday and anniversary cards    with discount vouchers. Create a referral program where customers can get discounts on the first purchase of their     referrals.
14798,Unsteady customers,"Send emails with discounted or     promotional items for every occasion, including birthdays, Mother's Day, Father's Day, and Christmas."
14799,Customers at risk,Send personalized emails containing     promotional items or free samples to encourage them to be more active.
14800,Active customers,Create loyalty rewards program where     customers can earn points for every purchase and convert these points into discount or voucher.
14801,Customers at risk,Send personalized emails containing     promotional items or free samples to encourage them to be more active.
14803,Unsteady customers,"Send emails with discounted or     promotional items for every occasion, including birthdays, Mother's Day, Father's Day, and Christmas."
14804,Unsteady customers,"Send emails with discounted or     promotional items for every occasion, including birthdays, Mother's Day, Father's Day, and Christmas."
14805,Active customers,Create loyalty rewards program where     customers can earn points for every purchase and convert these points into discount or voucher.
14806,Customers at risk,Send personalized emails containing     promotional items or free samples to encourage them to be more active.
14808,Active customers,Create loyalty rewards program where     customers can earn points for every purchase and convert these points into discount or voucher.
14810,Active customers,Create loyalty rewards program where     customers can earn points for every purchase and convert these points into discount or voucher.
14813,Inactive customers,Send personalized emails containing special offers    with discounted or free items to encourage them to order and be active.
14815,Unsteady customers,"Send emails with discounted or     promotional items for every occasion, including birthdays, Mother's Day, Father's Day, and Christmas."
14816,Inactive customers,Send personalized emails containing special offers    with discounted or free items to encourage them to order and be active.
14817,Customers at risk,Send personalized emails containing     promotional items or free samples to encourage them to be more active.
14818,Unsteady customers,"Send emails with discounted or     promotional items for every occasion, including birthdays, Mother's Day, Father's Day, and Christmas."
14819,Customers at risk,Send personalized emails containing     promotional items or free samples to encourage them to be more active.
14820,Active customers,Create loyalty rewards program where     customers can earn points for every purchase and convert these points into discount or voucher.
14821,Inactive customers,Send personalized emails containing special offers    with discounted or free items to encourage them to order and be active.
14823,Customers at risk,Send personalized emails containing     promotional items or free samples to encourage them to be more active.
14824,Active customers,Create loyalty rewards program where     customers can earn points for every purchase and convert these points into discount or voucher.
14825,Top-performing customers,Send birthday and anniversary cards    with discount vouchers. Create a referral program where customers can get discounts on the first purchase of their     referrals.
14828,Unsteady customers,"Send emails with discounted or     promotional items for every occasion, including birthdays, Mother's Day, Father's Day, and Christmas."
14829,Active customers,Create loyalty rewards program where     customers can earn points for every purchase and convert these points into discount or voucher.
14830,Customers at risk,Send personalized emails containing     promotional items or free samples to encourage them to be more active.
14834,Top-performing customers,Send birthday and anniversary cards    with discount vouchers. Create a referral program where customers can get discounts on the first purchase of their     referrals.
14836,Unsteady customers,"Send emails with discounted or     promotional items for every occasion, including birthdays, Mother's Day, Father's Day, and Christmas."
14837,Active customers,Create loyalty rewards program where     customers can earn points for every purchase and convert these points into discount or voucher.
14840,Inactive customers,Send personalized emails containing special offers    with discounted or free items to encourage them to order and be active.
14841,Active customers,Create loyalty rewards program where     customers can earn points for every purchase and convert these points into discount or voucher.
14842,Active customers,Create loyalty rewards program where     customers can earn points for every purchase and convert these points into discount or voucher.
14844,Active customers,Create loyalty rewards program where     customers can earn points for every purchase and convert these points into discount or voucher.
14847,Inactive customers,Send personalized emails containing special offers    with discounted or free items to encourage them to order and be active.
14849,Top-performing customers,Send birthday and anniversary cards    with discount vouchers. Create a referral program where customers can get discounts on the first purchase of their     referrals.
14850,Inactive customers,Send personalized emails containing special offers    with discounted or free items to encourage them to order and be active.
14851,Unsteady customers,"Send emails with discounted or     promotional items for every occasion, including birthdays, Mother's Day, Father's Day, and Christmas."
14852,Active customers,Create loyalty rewards program where     customers can earn points for every purchase and convert these points into discount or voucher.
14853,Active customers,Create loyalty rewards program where     customers can earn points for every purchase and convert these points into discount or voucher.
14854,Active customers,Create loyalty rewards program where     customers can earn points for every purchase and convert these points into discount or voucher.
14855,Customers at risk,Send personalized emails containing     promotional items or free samples to encourage them to be more active.
14856,Active customers,Create loyalty rewards program where     customers can earn points for every purchase and convert these points into discount or voucher.
14857,Active customers,Create loyalty rewards program where     customers can earn points for every purchase and convert these points into discount or voucher.
14859,Top-performing customers,Send birthday and anniversary cards    with discount vouchers. Create a referral program where customers can get discounts on the first purchase of their     referrals.
14860,Unsteady customers,"Send emails with discounted or     promotional items for every occasion, including birthdays, Mother's Day, Father's Day, and Christmas."
14861,Customers at risk,Send personalized emails containing     promotional items or free samples to encourage them to be more active.
14862,Unsteady customers,"Send emails with discounted or     promotional items for every occasion, including birthdays, Mother's Day, Father's Day, and Christmas."
14863,Customers at risk,Send personalized emails containing     promotional items or free samples to encourage them to be more active.
14865,Unsteady customers,"Send emails with discounted or     promotional items for every occasion, including birthdays, Mother's Day, Father's Day, and Christmas."
14866,Top-performing customers,Send birthday and anniversary cards    with discount vouchers. Create a referral program where customers can get discounts on the first purchase of their     referrals.
14867,Unsteady customers,"Send emails with discounted or     promotional items for every occasion, including birthdays, Mother's Day, Father's Day, and Christmas."
14868,Top-performing customers,Send birthday and anniversary cards    with discount vouchers. Create a referral program where customers can get discounts on the first purchase of their     referrals.
14869,Active customers,Create loyalty rewards program where     customers can earn points for every purchase and convert these points into discount or voucher.
14870,Inactive customers,Send personalized emails containing special offers    with discounted or free items to encourage them to order and be active.
14871,Active customers,Create loyalty rewards program where     customers can earn points for every purchase and convert these points into discount or voucher.
14873,Customers at risk,Send personalized emails containing     promotional items or free samples to encourage them to be more active.
14875,Active customers,Create loyalty rewards program where     customers can earn points for every purchase and convert these points into discount or voucher.
14878,Top-performing customers,Send birthday and anniversary cards    with discount vouchers. Create a referral program where customers can get discounts on the first purchase of their     referrals.
14880,Unsteady customers,"Send emails with discounted or     promotional items for every occasion, including birthdays, Mother's Day, Father's Day, and Christmas."
14881,Unsteady customers,"Send emails with discounted or     promotional items for every occasion, including birthdays, Mother's Day, Father's Day, and Christmas."
14882,Unsteady customers,"Send emails with discounted or     promotional items for every occasion, including birthdays, Mother's Day, Father's Day, and Christmas."
14883,Active customers,Create loyalty rewards program where     customers can earn points for every purchase and convert these points into discount or voucher.
14885,Customers at risk,Send personalized emails containing     promotional items or free samples to encourage them to be more active.
14886,Inactive customers,Send personalized emails containing special offers    with discounted or free items to encourage them to order and be active.
14887,Unsteady customers,"Send emails with discounted or     promotional items for every occasion, including birthdays, Mother's Day, Father's Day, and Christmas."
14888,Customers at risk,Send personalized emails containing     promotional items or free samples to encourage them to be more active.
14889,Inactive customers,Send personalized emails containing special offers    with discounted or free items to encourage them to order and be active.
14890,Inactive customers,Send personalized emails containing special offers    with discounted or free items to encourage them to order and be active.
14891,Customers at risk,Send personalized emails containing     promotional items or free samples to encourage them to be more active.
14893,Active customers,Create loyalty rewards program where     customers can earn points for every purchase and convert these points into discount or voucher.
14894,Unsteady customers,"Send emails with discounted or     promotional items for every occasion, including birthdays, Mother's Day, Father's Day, and Christmas."
14895,Top-performing customers,Send birthday and anniversary cards    with discount vouchers. Create a referral program where customers can get discounts on the first purchase of their     referrals.
14896,Customers at risk,Send personalized emails containing     promotional items or free samples to encourage them to be more active.
14897,Active customers,Create loyalty rewards program where     customers can earn points for every purchase and convert these points into discount or voucher.
14898,Top-performing customers,Send birthday and anniversary cards    with discount vouchers. Create a referral program where customers can get discounts on the first purchase of their     referrals.
14901,Top-performing customers,Send birthday and anniversary cards    with discount vouchers. Create a referral program where customers can get discounts on the first purchase of their     referrals.
14902,Unsteady customers,"Send emails with discounted or     promotional items for every occasion, including birthdays, Mother's Day, Father's Day, and Christmas."
14903,Top-performing customers,Send birthday and anniversary cards    with discount vouchers. Create a referral program where customers can get discounts on the first purchase of their     referrals.
14904,Unsteady customers,"Send emails with discounted or     promotional items for every occasion, including birthdays, Mother's Day, Father's Day, and Christmas."
14905,Unsteady customers,"Send emails with discounted or     promotional items for every occasion, including birthdays, Mother's Day, Father's Day, and Christmas."
14907,Top-performing customers,Send birthday and anniversary cards    with discount vouchers. Create a referral program where customers can get discounts on the first purchase of their     referrals.
14908,Customers at risk,Send personalized emails containing     promotional items or free samples to encourage them to be more active.
14910,Active customers,Create loyalty rewards program where     customers can earn points for every purchase and convert these points into discount or voucher.
14911,Top-performing customers,Send birthday and anniversary cards    with discount vouchers. Create a referral program where customers can get discounts on the first purchase of their     referrals.
14912,Unsteady customers,"Send emails with discounted or     promotional items for every occasion, including birthdays, Mother's Day, Father's Day, and Christmas."
14913,Active customers,Create loyalty rewards program where     customers can earn points for every purchase and convert these points into discount or voucher.
14915,Unsteady customers,"Send emails with discounted or     promotional items for every occasion, including birthdays, Mother's Day, Father's Day, and Christmas."
14916,Active customers,Create loyalty rewards program where     customers can earn points for every purchase and convert these points into discount or voucher.
14918,Unsteady customers,"Send emails with discounted or     promotional items for every occasion, including birthdays, Mother's Day, Father's Day, and Christmas."
14920,Customers at risk,Send personalized emails containing     promotional items or free samples to encourage them to be more active.
14921,Unsteady customers,"Send emails with discounted or     promotional items for every occasion, including birthdays, Mother's Day, Father's Day, and Christmas."
14923,Unsteady customers,"Send emails with discounted or     promotional items for every occasion, including birthdays, Mother's Day, Father's Day, and Christmas."
14924,Inactive customers,Send personalized emails containing special offers    with discounted or free items to encourage them to order and be active.
14929,Customers at risk,Send personalized emails containing     promotional items or free samples to encourage them to be more active.
14930,Unsteady customers,"Send emails with discounted or     promotional items for every occasion, including birthdays, Mother's Day, Father's Day, and Christmas."
14931,Active customers,Create loyalty rewards program where     customers can earn points for every purchase and convert these points into discount or voucher.
14932,Inactive customers,Send personalized emails containing special offers    with discounted or free items to encourage them to order and be active.
14934,Active customers,Create loyalty rewards program where     customers can earn points for every purchase and convert these points into discount or voucher.
14935,Unsteady customers,"Send emails with discounted or     promotional items for every occasion, including birthdays, Mother's Day, Father's Day, and Christmas."
14936,Top-performing customers,Send birthday and anniversary cards    with discount vouchers. Create a referral program where customers can get discounts on the first purchase of their     referrals.
14937,Active customers,Create loyalty rewards program where     customers can earn points for every purchase and convert these points into discount or voucher.
14944,Active customers,Create loyalty rewards program where     customers can earn points for every purchase and convert these points into discount or voucher.
14946,Unsteady customers,"Send emails with discounted or     promotional items for every occasion, including birthdays, Mother's Day, Father's Day, and Christmas."
14947,Customers at risk,Send personalized emails containing     promotional items or free samples to encourage them to be more active.
14948,Active customers,Create loyalty rewards program where     customers can earn points for every purchase and convert these points into discount or voucher.
14950,Unsteady customers,"Send emails with discounted or     promotional items for every occasion, including birthdays, Mother's Day, Father's Day, and Christmas."
14951,Customers at risk,Send personalized emails containing     promotional items or free samples to encourage them to be more active.
14952,Active customers,Create loyalty rewards program where     customers can earn points for every purchase and convert these points into discount or voucher.
14953,Customers at risk,Send personalized emails containing     promotional items or free samples to encourage them to be more active.
14954,Unsteady customers,"Send emails with discounted or     promotional items for every occasion, including birthdays, Mother's Day, Father's Day, and Christmas."
14957,Inactive customers,Send personalized emails containing special offers    with discounted or free items to encourage them to order and be active.
14958,Unsteady customers,"Send emails with discounted or     promotional items for every occasion, including birthdays, Mother's Day, Father's Day, and Christmas."
14959,Active customers,Create loyalty rewards program where     customers can earn points for every purchase and convert these points into discount or voucher.
14960,Unsteady customers,"Send emails with discounted or     promotional items for every occasion, including birthdays, Mother's Day, Father's Day, and Christmas."
14961,Top-performing customers,Send birthday and anniversary cards    with discount vouchers. Create a referral program where customers can get discounts on the first purchase of their     referrals.
14962,Inactive customers,Send personalized emails containing special offers    with discounted or free items to encourage them to order and be active.
14963,Top-performing customers,Send birthday and anniversary cards    with discount vouchers. Create a referral program where customers can get discounts on the first purchase of their     referrals.
14964,Inactive customers,Send personalized emails containing special offers    with discounted or free items to encourage them to order and be active.
14965,Customers at risk,Send personalized emails containing     promotional items or free samples to encourage them to be more active.
14966,Unsteady customers,"Send emails with discounted or     promotional items for every occasion, including birthdays, Mother's Day, Father's Day, and Christmas."
14967,Unsteady customers,"Send emails with discounted or     promotional items for every occasion, including birthdays, Mother's Day, Father's Day, and Christmas."
14968,Customers at risk,Send personalized emails containing     promotional items or free samples to encourage them to be more active.
14970,Active customers,Create loyalty rewards program where     customers can earn points for every purchase and convert these points into discount or voucher.
14971,Unsteady customers,"Send emails with discounted or     promotional items for every occasion, including birthdays, Mother's Day, Father's Day, and Christmas."
14972,Inactive customers,Send personalized emails containing special offers    with discounted or free items to encourage them to order and be active.
14973,Unsteady customers,"Send emails with discounted or     promotional items for every occasion, including birthdays, Mother's Day, Father's Day, and Christmas."
14974,Customers at risk,Send personalized emails containing     promotional items or free samples to encourage them to be more active.
14975,Customers at risk,Send personalized emails containing     promotional items or free samples to encourage them to be more active.
14976,Active customers,Create loyalty rewards program where     customers can earn points for every purchase and convert these points into discount or voucher.
14978,Active customers,Create loyalty rewards program where     customers can earn points for every purchase and convert these points into discount or voucher.
14981,Inactive customers,Send personalized emails containing special offers    with discounted or free items to encourage them to order and be active.
14984,Unsteady customers,"Send emails with discounted or     promotional items for every occasion, including birthdays, Mother's Day, Father's Day, and Christmas."
14985,Inactive customers,Send personalized emails containing special offers    with discounted or free items to encourage them to order and be active.
14987,Unsteady customers,"Send emails with discounted or     promotional items for every occasion, including birthdays, Mother's Day, Father's Day, and Christmas."
14988,Inactive customers,Send personalized emails containing special offers    with discounted or free items to encourage them to order and be active.
14995,Customers at risk,Send personalized emails containing     promotional items or free samples to encourage them to be more active.
14997,Unsteady customers,"Send emails with discounted or     promotional items for every occasion, including birthdays, Mother's Day, Father's Day, and Christmas."
14998,Customers at risk,Send personalized emails containing     promotional items or free samples to encourage them to be more active.
15000,Unsteady customers,"Send emails with discounted or     promotional items for every occasion, including birthdays, Mother's Day, Father's Day, and Christmas."
15002,Unsteady customers,"Send emails with discounted or     promotional items for every occasion, including birthdays, Mother's Day, Father's Day, and Christmas."
15004,Unsteady customers,"Send emails with discounted or     promotional items for every occasion, including birthdays, Mother's Day, Father's Day, and Christmas."
15005,Top-performing customers,Send birthday and anniversary cards    with discount vouchers. Create a referral program where customers can get discounts on the first purchase of their     referrals.
15006,Unsteady customers,"Send emails with discounted or     promotional items for every occasion, including birthdays, Mother's Day, Father's Day, and Christmas."
15007,Inactive customers,Send personalized emails containing special offers    with discounted or free items to encourage them to order and be active.
15009,Active customers,Create loyalty rewards program where     customers can earn points for every purchase and convert these points into discount or voucher.
15010,Customers at risk,Send personalized emails containing     promotional items or free samples to encourage them to be more active.
15012,Unsteady customers,"Send emails with discounted or     promotional items for every occasion, including birthdays, Mother's Day, Father's Day, and Christmas."
15014,Customers at risk,Send personalized emails containing     promotional items or free samples to encourage them to be more active.
15016,Inactive customers,Send personalized emails containing special offers    with discounted or free items to encourage them to order and be active.
15017,Customers at risk,Send personalized emails containing     promotional items or free samples to encourage them to be more active.
15018,Unsteady customers,"Send emails with discounted or     promotional items for every occasion, including birthdays, Mother's Day, Father's Day, and Christmas."
15019,Inactive customers,Send personalized emails containing special offers    with discounted or free items to encourage them to order and be active.
15021,Top-performing customers,Send birthday and anniversary cards    with discount vouchers. Create a referral program where customers can get discounts on the first purchase of their     referrals.
15022,Active customers,Create loyalty rewards program where     customers can earn points for every purchase and convert these points into discount or voucher.
15023,Top-performing customers,Send birthday and anniversary cards    with discount vouchers. Create a referral program where customers can get discounts on the first purchase of their     referrals.
15024,Top-performing customers,Send birthday and anniversary cards    with discount vouchers. Create a referral program where customers can get discounts on the first purchase of their     referrals.
15025,Customers at risk,Send personalized emails containing     promotional items or free samples to encourage them to be more active.
15026,Unsteady customers,"Send emails with discounted or     promotional items for every occasion, including birthdays, Mother's Day, Father's Day, and Christmas."
15027,Active customers,Create loyalty rewards program where     customers can earn points for every purchase and convert these points into discount or voucher.
15028,Active customers,Create loyalty rewards program where     customers can earn points for every purchase and convert these points into discount or voucher.
15030,Unsteady customers,"Send emails with discounted or     promotional items for every occasion, including birthdays, Mother's Day, Father's Day, and Christmas."
15031,Active customers,Create loyalty rewards program where     customers can earn points for every purchase and convert these points into discount or voucher.
15032,Active customers,Create loyalty rewards program where     customers can earn points for every purchase and convert these points into discount or voucher.
15033,Top-performing customers,Send birthday and anniversary cards    with discount vouchers. Create a referral program where customers can get discounts on the first purchase of their     referrals.
15034,Top-performing customers,Send birthday and anniversary cards    with discount vouchers. Create a referral program where customers can get discounts on the first purchase of their     referrals.
15035,Customers at risk,Send personalized emails containing     promotional items or free samples to encourage them to be more active.
15036,Unsteady customers,"Send emails with discounted or     promotional items for every occasion, including birthdays, Mother's Day, Father's Day, and Christmas."
15038,Active customers,Create loyalty rewards program where     customers can earn points for every purchase and convert these points into discount or voucher.
15039,Top-performing customers,Send birthday and anniversary cards    with discount vouchers. Create a referral program where customers can get discounts on the first purchase of their     referrals.
15041,Inactive customers,Send personalized emails containing special offers    with discounted or free items to encourage them to order and be active.
15042,Inactive customers,Send personalized emails containing special offers    with discounted or free items to encourage them to order and be active.
15043,Unsteady customers,"Send emails with discounted or     promotional items for every occasion, including birthdays, Mother's Day, Father's Day, and Christmas."
15044,Top-performing customers,Send birthday and anniversary cards    with discount vouchers. Create a referral program where customers can get discounts on the first purchase of their     referrals.
15045,Unsteady customers,"Send emails with discounted or     promotional items for every occasion, including birthdays, Mother's Day, Father's Day, and Christmas."
15046,Top-performing customers,Send birthday and anniversary cards    with discount vouchers. Create a referral program where customers can get discounts on the first purchase of their     referrals.
15047,Inactive customers,Send personalized emails containing special offers    with discounted or free items to encourage them to order and be active.
15048,Active customers,Create loyalty rewards program where     customers can earn points for every purchase and convert these points into discount or voucher.
15049,Inactive customers,Send personalized emails containing special offers    with discounted or free items to encourage them to order and be active.
15050,Active customers,Create loyalty rewards program where     customers can earn points for every purchase and convert these points into discount or voucher.
15051,Active customers,Create loyalty rewards program where     customers can earn points for every purchase and convert these points into discount or voucher.
15052,Inactive customers,Send personalized emails containing special offers    with discounted or free items to encourage them to order and be active.
15053,Active customers,Create loyalty rewards program where     customers can earn points for every purchase and convert these points into discount or voucher.
15054,Unsteady customers,"Send emails with discounted or     promotional items for every occasion, including birthdays, Mother's Day, Father's Day, and Christmas."
15057,Unsteady customers,"Send emails with discounted or     promotional items for every occasion, including birthdays, Mother's Day, Father's Day, and Christmas."
15058,Active customers,Create loyalty rewards program where     customers can earn points for every purchase and convert these points into discount or voucher.
15059,Active customers,Create loyalty rewards program where     customers can earn points for every purchase and convert these points into discount or voucher.
15060,Unsteady customers,"Send emails with discounted or     promotional items for every occasion, including birthdays, Mother's Day, Father's Day, and Christmas."
15061,Top-performing customers,Send birthday and anniversary cards    with discount vouchers. Create a referral program where customers can get discounts on the first purchase of their     referrals.
15062,Unsteady customers,"Send emails with discounted or     promotional items for every occasion, including birthdays, Mother's Day, Father's Day, and Christmas."
15063,Customers at risk,Send personalized emails containing     promotional items or free samples to encourage them to be more active.
15065,Active customers,Create loyalty rewards program where     customers can earn points for every purchase and convert these points into discount or voucher.
15066,Unsteady customers,"Send emails with discounted or     promotional items for every occasion, including birthdays, Mother's Day, Father's Day, and Christmas."
15067,Active customers,Create loyalty rewards program where     customers can earn points for every purchase and convert these points into discount or voucher.
15068,Unsteady customers,"Send emails with discounted or     promotional items for every occasion, including birthdays, Mother's Day, Father's Day, and Christmas."
15069,Customers at risk,Send personalized emails containing     promotional items or free samples to encourage them to be more active.
15070,Inactive customers,Send personalized emails containing special offers    with discounted or free items to encourage them to order and be active.
15071,Customers at risk,Send personalized emails containing     promotional items or free samples to encourage them to be more active.
15073,Active customers,Create loyalty rewards program where     customers can earn points for every purchase and convert these points into discount or voucher.
15074,Customers at risk,Send personalized emails containing     promotional items or free samples to encourage them to be more active.
15075,Unsteady customers,"Send emails with discounted or     promotional items for every occasion, including birthdays, Mother's Day, Father's Day, and Christmas."
15076,Customers at risk,Send personalized emails containing     promotional items or free samples to encourage them to be more active.
15078,Top-performing customers,Send birthday and anniversary cards    with discount vouchers. Create a referral program where customers can get discounts on the first purchase of their     referrals.
15079,Unsteady customers,"Send emails with discounted or     promotional items for every occasion, including birthdays, Mother's Day, Father's Day, and Christmas."
15081,Active customers,Create loyalty rewards program where     customers can earn points for every purchase and convert these points into discount or voucher.
15083,Inactive customers,Send personalized emails containing special offers    with discounted or free items to encourage them to order and be active.
15087,Inactive customers,Send personalized emails containing special offers    with discounted or free items to encourage them to order and be active.
15088,Active customers,Create loyalty rewards program where     customers can earn points for every purchase and convert these points into discount or voucher.
15089,Top-performing customers,Send birthday and anniversary cards    with discount vouchers. Create a referral program where customers can get discounts on the first purchase of their     referrals.
15090,Customers at risk,Send personalized emails containing     promotional items or free samples to encourage them to be more active.
15091,Unsteady customers,"Send emails with discounted or     promotional items for every occasion, including birthdays, Mother's Day, Father's Day, and Christmas."
15092,Customers at risk,Send personalized emails containing     promotional items or free samples to encourage them to be more active.
15093,Top-performing customers,Send birthday and anniversary cards    with discount vouchers. Create a referral program where customers can get discounts on the first purchase of their     referrals.
15095,Active customers,Create loyalty rewards program where     customers can earn points for every purchase and convert these points into discount or voucher.
15096,Customers at risk,Send personalized emails containing     promotional items or free samples to encourage them to be more active.
15097,Unsteady customers,"Send emails with discounted or     promotional items for every occasion, including birthdays, Mother's Day, Father's Day, and Christmas."
15098,Unsteady customers,"Send emails with discounted or     promotional items for every occasion, including birthdays, Mother's Day, Father's Day, and Christmas."
15099,Unsteady customers,"Send emails with discounted or     promotional items for every occasion, including birthdays, Mother's Day, Father's Day, and Christmas."
15100,Unsteady customers,"Send emails with discounted or     promotional items for every occasion, including birthdays, Mother's Day, Father's Day, and Christmas."
15101,Unsteady customers,"Send emails with discounted or     promotional items for every occasion, including birthdays, Mother's Day, Father's Day, and Christmas."
15103,Unsteady customers,"Send emails with discounted or     promotional items for every occasion, including birthdays, Mother's Day, Father's Day, and Christmas."
15104,Unsteady customers,"Send emails with discounted or     promotional items for every occasion, including birthdays, Mother's Day, Father's Day, and Christmas."
15105,Top-performing customers,Send birthday and anniversary cards    with discount vouchers. Create a referral program where customers can get discounts on the first purchase of their     referrals.
15106,Top-performing customers,Send birthday and anniversary cards    with discount vouchers. Create a referral program where customers can get discounts on the first purchase of their     referrals.
15107,Unsteady customers,"Send emails with discounted or     promotional items for every occasion, including birthdays, Mother's Day, Father's Day, and Christmas."
15108,Unsteady customers,"Send emails with discounted or     promotional items for every occasion, including birthdays, Mother's Day, Father's Day, and Christmas."
15109,Customers at risk,Send personalized emails containing     promotional items or free samples to encourage them to be more active.
15110,Active customers,Create loyalty rewards program where     customers can earn points for every purchase and convert these points into discount or voucher.
15111,Active customers,Create loyalty rewards program where     customers can earn points for every purchase and convert these points into discount or voucher.
15113,Active customers,Create loyalty rewards program where     customers can earn points for every purchase and convert these points into discount or voucher.
15114,Active customers,Create loyalty rewards program where     customers can earn points for every purchase and convert these points into discount or voucher.
15115,Unsteady customers,"Send emails with discounted or     promotional items for every occasion, including birthdays, Mother's Day, Father's Day, and Christmas."
15116,Active customers,Create loyalty rewards program where     customers can earn points for every purchase and convert these points into discount or voucher.
15117,Top-performing customers,Send birthday and anniversary cards    with discount vouchers. Create a referral program where customers can get discounts on the first purchase of their     referrals.
15118,Inactive customers,Send personalized emails containing special offers    with discounted or free items to encourage them to order and be active.
15119,Inactive customers,Send personalized emails containing special offers    with discounted or free items to encourage them to order and be active.
15120,Inactive customers,Send personalized emails containing special offers    with discounted or free items to encourage them to order and be active.
15121,Unsteady customers,"Send emails with discounted or     promotional items for every occasion, including birthdays, Mother's Day, Father's Day, and Christmas."
15122,Active customers,Create loyalty rewards program where     customers can earn points for every purchase and convert these points into discount or voucher.
15123,Active customers,Create loyalty rewards program where     customers can earn points for every purchase and convert these points into discount or voucher.
15124,Unsteady customers,"Send emails with discounted or     promotional items for every occasion, including birthdays, Mother's Day, Father's Day, and Christmas."
15125,Active customers,Create loyalty rewards program where     customers can earn points for every purchase and convert these points into discount or voucher.
15127,Unsteady customers,"Send emails with discounted or     promotional items for every occasion, including birthdays, Mother's Day, Father's Day, and Christmas."
15128,Active customers,Create loyalty rewards program where     customers can earn points for every purchase and convert these points into discount or voucher.
15129,Active customers,Create loyalty rewards program where     customers can earn points for every purchase and convert these points into discount or voucher.
15130,Inactive customers,Send personalized emails containing special offers    with discounted or free items to encourage them to order and be active.
15132,Active customers,Create loyalty rewards program where     customers can earn points for every purchase and convert these points into discount or voucher.
15133,Unsteady customers,"Send emails with discounted or     promotional items for every occasion, including birthdays, Mother's Day, Father's Day, and Christmas."
15134,Top-performing customers,Send birthday and anniversary cards    with discount vouchers. Create a referral program where customers can get discounts on the first purchase of their     referrals.
15135,Inactive customers,Send personalized emails containing special offers    with discounted or free items to encourage them to order and be active.
15136,Top-performing customers,Send birthday and anniversary cards    with discount vouchers. Create a referral program where customers can get discounts on the first purchase of their     referrals.
15139,Inactive customers,Send personalized emails containing special offers    with discounted or free items to encourage them to order and be active.
15140,Active customers,Create loyalty rewards program where     customers can earn points for every purchase and convert these points into discount or voucher.
15142,Unsteady customers,"Send emails with discounted or     promotional items for every occasion, including birthdays, Mother's Day, Father's Day, and Christmas."
15143,Inactive customers,Send personalized emails containing special offers    with discounted or free items to encourage them to order and be active.
15144,Top-performing customers,Send birthday and anniversary cards    with discount vouchers. Create a referral program where customers can get discounts on the first purchase of their     referrals.
